beta,energy,magnet
0.03290,-0.20312,0.04688
0.03290,0.00000,-0.12500
0.03290,-0.21875,0.18750
0.03290,0.14062,-0.09375
0.03290,-0.06250,0.04688
0.03290,0.00000,-0.12500
0.03290,0.07812,-0.10938
0.03290,0.17188,0.00000
0.03290,-0.06250,0.07812
0.03290,-0.03125,0.09375
0.03290,0.20312,-0.01562
0.03290,0.01562,-0.07812
0.03290,-0.15625,-0.10938
0.03290,0.06250,-0.01562
0.03290,-0.01562,0.04688
0.03290,0.15625,0.09375
0.03290,-0.26562,-0.18750
0.03290,-0.12500,-0.06250
0.03290,0.14062,0.04688
0.03290,-0.18750,0.09375
0.04435,-0.10938,-0.07812
0.03290,-0.09375,-0.09375
0.04435,-0.18750,0.07812
0.04435,-0.20312,0.00000
0.04435,-0.03125,-0.04688
0.04435,0.04688,-0.10938
0.04435,-0.29688,0.14062
0.04435,-0.46875,0.09375
0.04435,0.01562,0.01562
0.04435,-0.01562,0.00000
0.04435,-0.04688,0.15625
0.04435,-0.26562,-0.14062
0.04435,-0.12500,0.20312
0.04435,-0.07812,0.04688
0.04435,0.29688,-0.03125
0.04435,-0.07812,-0.01562
0.04435,0.00000,0.09375
0.04435,-0.03125,0.01562
0.04435,-0.04688,0.00000
0.04435,-0.10938,-0.03125
0.04435,-0.09375,0.14062
0.04435,0.00000,-0.03125
0.04435,-0.10938,0.00000
0.04435,0.12500,-0.01562
0.04435,-0.25000,-0.07812
0.04435,0.00000,-0.06250
0.04435,0.00000,0.09375
0.04435,0.04688,0.00000
0.04435,0.01562,-0.04688
0.04435,-0.20312,-0.12500
0.04435,-0.17188,0.07812
0.04435,-0.01562,0.01562
0.04435,-0.23438,-0.12500
0.04435,-0.10938,-0.18750
0.04435,-0.25000,0.07812
0.04435,-0.17188,-0.03125
0.04435,-0.14062,0.04688
0.04435,-0.17188,0.00000
0.04435,0.03125,0.03125
0.04435,-0.07812,0.03125
0.04435,-0.04688,0.09375
0.05580,0.01562,-0.04688
0.05580,-0.14062,-0.09375
0.05580,-0.12500,-0.01562
0.05580,0.03125,-0.03125
0.05580,-0.03125,0.14062
0.05580,-0.12500,-0.06250
0.05580,-0.01562,0.04688
0.05580,-0.20312,-0.20312
0.05580,-0.07812,-0.06250
0.05580,-0.14062,0.09375
0.05580,-0.09375,0.06250
0.05580,-0.26562,0.18750
0.05580,-0.04688,-0.06250
0.05580,-0.29688,-0.07812
0.05580,0.03125,0.14062
0.05580,0.00000,0.03125
0.05580,-0.01562,-0.03125
0.05580,-0.39062,0.17188
0.05580,-0.01562,0.01562
0.05580,0.01562,-0.12500
0.05580,-0.15625,0.14062
0.05580,-0.04688,-0.01562
0.05580,-0.10938,-0.06250
0.05580,-0.21875,-0.17188
0.05580,0.04688,-0.06250
0.05580,0.04688,-0.04688
0.05580,-0.12500,-0.03125
0.05580,0.03125,-0.06250
0.05580,-0.12500,0.12500
0.05580,-0.20312,0.04688
0.05580,-0.17188,-0.04688
0.05580,-0.34375,-0.04688
0.05580,0.00000,-0.15625
0.05580,0.06250,0.03125
0.05580,-0.10938,0.09375
0.05580,-0.15625,-0.01562
0.05580,-0.14062,-0.12500
0.05580,-0.20312,0.14062
0.05580,0.00000,-0.03125
0.06725,-0.15625,0.09375
0.06725,-0.20312,0.17188
0.05580,0.03125,0.07812
0.06725,0.06250,-0.03125
0.06725,-0.14062,0.12500
0.06725,-0.26562,0.10938
0.06725,-0.04688,0.09375
0.06725,-0.07812,-0.17188
0.06725,-0.18750,0.14062
0.06725,-0.09375,-0.07812
0.06725,-0.09375,0.03125
0.06725,-0.56250,0.42188
0.06725,-0.01562,-0.10938
0.06725,-0.12500,-0.04688
0.06725,-0.03125,0.03125
0.06725,-0.04688,0.04688
0.06725,-0.06250,-0.18750
0.06725,-0.37500,-0.28125
0.06725,-0.20312,0.06250
0.06725,-0.25000,-0.06250
0.06725,-0.26562,-0.03125
0.06725,-0.04688,-0.15625
0.06725,-0.26562,0.03125
0.06725,0.01562,0.15625
0.06725,-0.32812,0.06250
0.06725,0.00000,-0.06250
0.06725,-0.01562,0.14062
0.06725,-0.28125,-0.15625
0.06725,-0.23438,-0.03125
0.06725,-0.03125,0.00000
0.06725,-0.14062,0.01562
0.06725,-0.17188,-0.03125
0.06725,-0.01562,0.00000
0.06725,-0.03125,-0.04688
0.06725,-0.10938,0.09375
0.06725,-0.14062,0.09375
0.06725,-0.40625,0.03125
0.06725,0.03125,-0.01562
0.06725,-0.32812,-0.04688
0.06725,-0.14062,-0.09375
0.06725,-0.18750,-0.09375
0.07870,-0.01562,0.12500
0.07870,0.01562,0.06250
0.07870,-0.04688,-0.03125
0.07870,-0.23438,0.03125
0.07870,-0.09375,-0.01562
0.07870,-0.40625,-0.21875
0.07870,-0.17188,-0.10938
0.07870,0.10938,-0.04688
0.07870,-0.32812,-0.09375
0.07870,-0.18750,-0.01562
0.07870,0.07812,-0.01562
0.07870,-0.15625,-0.06250
0.07870,-0.03125,-0.10938
0.07870,-0.10938,-0.09375
0.07870,-0.12500,0.04688
0.07870,-0.25000,-0.06250
0.07870,0.04688,-0.03125
0.07870,-0.03125,0.03125
0.07870,0.01562,-0.01562
0.07870,-0.01562,0.01562
0.07870,-0.12500,-0.10938
0.07870,-0.21875,-0.01562
0.07870,-0.18750,-0.15625
0.07870,-0.31250,0.18750
0.07870,-0.18750,0.00000
0.07870,-0.20312,0.09375
0.07870,-0.07812,0.07812
0.07870,-0.07812,0.12500
0.07870,-0.03125,0.17188
0.07870,-0.17188,-0.10938
0.07870,-0.03125,0.06250
0.07870,-0.25000,0.21875
0.07870,-0.07812,0.10938
0.07870,0.04688,-0.10938
0.07870,-0.23438,0.15625
0.07870,-0.01562,-0.18750
0.07870,-0.06250,-0.01562
0.07870,0.10938,-0.03125
0.07870,-0.18750,-0.03125
0.07870,-0.17188,0.01562
0.09014,-0.29688,-0.25000
0.09014,-0.23438,-0.10938
0.09014,-0.25000,-0.04688
0.09014,0.06250,-0.01562
0.09014,-0.40625,-0.06250
0.09014,-0.26562,0.09375
0.09014,-0.12500,-0.01562
0.09014,-0.31250,0.17188
0.09014,-0.23438,0.03125
0.09014,-0.28125,0.07812
0.09014,-0.10938,-0.09375
0.09014,-0.32812,0.15625
0.09014,-0.01562,-0.10938
0.09014,-0.20312,-0.09375
0.09014,-0.07812,0.07812
0.09014,-0.12500,-0.06250
0.09014,-0.01562,0.23438
0.09014,-0.10938,-0.06250
0.09014,-0.31250,-0.20312
0.09014,0.07812,0.06250
0.09014,0.12500,-0.06250
0.09014,-0.14062,-0.21875
0.09014,-0.29688,-0.06250
0.09014,-0.21875,0.06250
0.09014,-0.17188,-0.10938
0.09014,-0.40625,0.03125
0.09014,-0.18750,0.12500
0.09014,-0.12500,0.01562
0.09014,0.06250,-0.10938
0.09014,-0.12500,0.04688
0.09014,-0.15625,0.14062
0.09014,-0.29688,0.01562
0.09014,-0.15625,0.10938
0.09014,-0.17188,0.23438
0.09014,-0.25000,0.00000
0.09014,-0.14062,-0.12500
0.09014,-0.28125,-0.12500
0.09014,-0.29688,-0.01562
0.09014,-0.21875,0.10938
0.09014,-0.15625,0.17188
0.10159,-0.29688,0.04688
0.10159,-0.29688,0.12500
0.10159,-0.25000,0.14062
0.10159,-0.32812,0.10938
0.10159,-0.20312,0.03125
0.10159,-0.32812,0.07812
0.10159,-0.34375,0.15625
0.10159,-0.32812,0.03125
0.10159,-0.12500,0.09375
0.10159,-0.15625,-0.01562
0.10159,-0.50000,-0.12500
0.10159,-0.14062,0.18750
0.10159,-0.15625,0.12500
0.10159,-0.20312,-0.10938
0.10159,-0.32812,-0.18750
0.10159,-0.03125,0.03125
0.10159,-0.34375,0.14062
0.10159,-0.12500,0.03125
0.10159,-0.35938,0.07812
0.10159,0.00000,0.00000
0.10159,-0.37500,-0.01562
0.10159,-0.67188,0.29688
0.10159,-0.17188,0.04688
0.10159,-0.31250,0.15625
0.10159,-0.06250,0.09375
0.10159,-0.04688,-0.10938
0.10159,-0.10938,0.03125
0.10159,-0.01562,0.04688
0.10159,-0.37500,0.23438
0.10159,-0.29688,0.04688
0.10159,-0.39062,-0.35938
0.10159,-0.04688,0.06250
0.10159,-0.29688,0.00000
0.10159,-0.20312,-0.03125
0.10159,-0.31250,0.15625
0.10159,-0.43750,-0.06250
0.10159,-0.06250,0.04688
0.11304,-0.25000,0.26562
0.10159,-0.12500,0.00000
0.10159,-0.34375,0.09375
0.10159,-0.25000,-0.10938
0.11304,-0.17188,0.21875
0.11304,-0.09375,0.03125
0.11304,-0.54688,-0.29688
0.11304,-0.32812,-0.09375
0.11304,-0.28125,0.00000
0.11304,-0.25000,-0.21875
0.11304,-0.20312,0.01562
0.11304,-0.04688,-0.04688
0.11304,-0.26562,-0.12500
0.11304,-0.01562,-0.03125
0.11304,-0.25000,0.03125
0.11304,-0.35938,0.06250
0.11304,-0.28125,-0.03125
0.11304,-0.15625,-0.14062
0.11304,-0.20312,-0.04688
0.11304,-0.25000,-0.01562
0.11304,-0.32812,-0.01562
0.11304,-0.23438,-0.07812
0.11304,-0.14062,-0.10938
0.11304,-0.14062,-0.10938
0.11304,-0.43750,0.12500
0.11304,-0.39062,0.14062
0.11304,-0.18750,-0.12500
0.11304,-0.15625,-0.07812
0.11304,-0.48438,-0.26562
0.11304,-0.15625,0.12500
0.11304,-0.29688,0.07812
0.11304,-0.26562,-0.14062
0.11304,-0.64062,0.31250
0.11304,-0.29688,0.07812
0.11304,-0.07812,0.00000
0.11304,-0.21875,-0.20312
0.11304,-0.15625,-0.17188
0.11304,-0.20312,-0.03125
0.11304,-0.23438,0.04688
0.11304,0.00000,0.04688
0.11304,-0.26562,-0.07812
0.11304,-0.40625,-0.07812
0.11304,-0.42188,-0.28125
0.12449,-0.21875,0.25000
0.12449,-0.45312,-0.18750
0.12449,-0.42188,0.15625
0.12449,-0.20312,-0.01562
0.12449,-0.35938,0.17188
0.12449,-0.09375,-0.09375
0.12449,-0.26562,-0.03125
0.12449,-0.40625,-0.28125
0.12449,-0.32812,-0.10938
0.12449,-0.39062,-0.23438
0.12449,-0.45312,0.25000
0.12449,-0.32812,-0.20312
0.12449,-0.35938,0.06250
0.12449,-0.25000,-0.01562
0.12449,-0.32812,-0.01562
0.12449,-0.34375,0.03125
0.12449,-0.39062,0.29688
0.12449,-0.06250,-0.03125
0.12449,-0.06250,0.04688
0.12449,-0.31250,-0.10938
0.12449,-0.21875,-0.06250
0.12449,-0.32812,-0.21875
0.12449,-0.21875,-0.06250
0.12449,-0.17188,-0.01562
0.12449,-0.28125,0.14062
0.12449,-0.25000,0.07812
0.12449,-0.40625,-0.09375
0.12449,-0.28125,-0.06250
0.12449,-0.10938,-0.01562
0.12449,-0.21875,0.04688
0.12449,-0.20312,0.01562
0.12449,-0.43750,-0.07812
0.12449,-0.03125,0.18750
0.12449,-0.39062,-0.04688
0.12449,-0.14062,0.03125
0.12449,-0.42188,0.15625
0.12449,-0.32812,-0.09375
0.12449,-0.34375,-0.14062
0.12449,-0.26562,-0.10938
0.12449,-0.10938,-0.04688
0.13594,-0.18750,-0.01562
0.13594,-0.67188,0.51562
0.13594,-0.32812,0.00000
0.13594,-0.21875,-0.03125
0.13594,0.04688,-0.01562
0.13594,-0.37500,0.23438
0.13594,-0.35938,-0.07812
0.13594,-0.29688,0.06250
0.13594,-0.25000,-0.09375
0.13594,-0.12500,0.01562
0.13594,-0.39062,0.12500
0.13594,-0.26562,-0.17188
0.13594,-0.10938,0.12500
0.13594,-0.34375,0.07812
0.13594,-0.42188,0.31250
0.13594,-0.29688,0.12500
0.13594,-0.46875,0.17188
0.13594,-0.28125,0.23438
0.13594,-0.43750,-0.15625
0.13594,-0.46875,-0.10938
0.13594,-0.26562,-0.17188
0.13594,-0.57812,0.28125
0.13594,-0.28125,-0.10938
0.13594,-0.54688,-0.18750
0.13594,-0.18750,0.10938
0.13594,-0.29688,0.01562
0.13594,-0.34375,0.04688
0.13594,-0.51562,0.20312
0.13594,-0.26562,-0.15625
0.13594,-0.39062,0.23438
0.13594,-0.32812,0.10938
0.13594,-0.18750,-0.14062
0.13594,-0.39062,-0.07812
0.13594,-0.50000,0.21875
0.13594,-0.26562,-0.10938
0.13594,-0.35938,-0.17188
0.13594,-0.40625,-0.09375
0.13594,-0.23438,-0.15625
0.13594,-0.21875,0.04688
0.13594,-0.21875,0.09375
0.14739,-0.56250,0.20312
0.14739,-0.57812,0.28125
0.14739,-0.39062,-0.04688
0.14739,-0.50000,0.12500
0.14739,-0.25000,0.00000
0.14739,-0.39062,-0.23438
0.14739,-0.34375,0.20312
0.14739,-0.17188,-0.17188
0.14739,-0.32812,0.06250
0.14739,-0.34375,-0.04688
0.14739,-0.12500,0.18750
0.14739,-0.26562,-0.21875
0.14739,-0.26562,0.18750
0.14739,-0.26562,0.12500
0.14739,-0.50000,0.29688
0.14739,-0.32812,0.01562
0.14739,-0.32812,-0.23438
0.14739,-0.42188,-0.28125
0.14739,-0.23438,0.18750
0.14739,-0.26562,-0.28125
0.14739,-0.31250,0.09375
0.14739,-0.53125,-0.32812
0.14739,-0.09375,-0.03125
0.14739,-0.25000,-0.07812
0.14739,-0.40625,-0.06250
0.14739,-0.56250,-0.14062
0.14739,-0.51562,-0.18750
0.14739,-0.84375,-0.46875
0.14739,-0.46875,-0.28125
0.14739,-0.28125,0.20312
0.14739,-0.48438,-0.25000
0.14739,-0.50000,-0.35938
0.14739,-0.46875,0.07812
0.14739,-0.45312,-0.15625
0.14739,-0.46875,-0.23438
0.14739,-0.39062,0.07812
0.14739,-0.34375,0.15625
0.14739,-0.28125,-0.07812
0.14739,-0.46875,0.20312
0.15884,-0.53125,-0.03125
0.14739,-0.35938,0.18750
0.15884,-0.23438,-0.04688
0.15884,-0.37500,0.15625
0.15884,-0.25000,0.04688
0.15884,-0.31250,-0.04688
0.15884,-0.50000,0.12500
0.15884,-0.21875,-0.01562
0.15884,-0.39062,-0.17188
0.15884,-0.25000,-0.09375
0.15884,-0.37500,-0.23438
0.15884,-0.18750,0.07812
0.15884,-0.43750,-0.20312
0.15884,-0.17188,-0.09375
0.15884,-0.25000,-0.03125
0.15884,-0.67188,0.20312
0.15884,-0.60938,0.21875
0.15884,-0.37500,0.09375
0.15884,-0.43750,0.31250
0.15884,-0.45312,-0.35938
0.15884,-0.53125,-0.10938
0.15884,-0.40625,0.29688
0.15884,-0.25000,0.15625
0.15884,-0.25000,0.01562
0.15884,-0.37500,0.00000
0.15884,-0.31250,-0.09375
0.15884,-0.29688,-0.04688
0.15884,-0.34375,0.23438
0.15884,-0.31250,-0.15625
0.15884,-0.17188,0.07812
0.15884,-0.26562,-0.09375
0.15884,-0.48438,-0.25000
0.15884,-0.73438,0.34375
0.15884,-0.46875,0.25000
0.15884,-0.54688,-0.31250
0.15884,-0.45312,-0.25000
0.15884,-0.40625,0.17188
0.15884,-0.37500,-0.01562
0.15884,-0.39062,0.20312
0.15884,-0.20312,-0.06250
0.15884,-0.46875,-0.32812
0.17029,-0.28125,0.20312
0.17029,-0.25000,-0.23438
0.17029,-0.29688,-0.07812
0.17029,-0.46875,0.25000
0.17029,-0.35938,0.10938
0.17029,-0.79688,-0.53125
0.17029,-0.56250,-0.18750
0.17029,-0.31250,-0.07812
0.17029,-0.43750,-0.12500
0.17029,-0.32812,0.04688
0.17029,-0.14062,0.14062
0.17029,-0.56250,0.26562
0.17029,-0.34375,-0.06250
0.17029,-0.70312,0.23438
0.17029,-0.39062,-0.20312
0.17029,-0.15625,-0.12500
0.17029,-0.48438,-0.20312
0.17029,-0.65625,-0.34375
0.17029,-0.18750,0.09375
0.17029,-0.53125,0.07812
0.17029,-0.43750,0.21875
0.17029,-0.43750,0.26562
0.17029,-0.23438,0.00000
0.17029,-0.39062,-0.06250
0.17029,-0.60938,0.31250
0.17029,-0.31250,-0.17188
0.17029,-0.51562,0.12500
0.17029,-0.29688,0.01562
0.17029,-0.20312,0.12500
0.17029,-0.35938,-0.12500
0.17029,-0.14062,-0.20312
0.17029,-0.15625,-0.09375
0.17029,-0.46875,-0.01562
0.17029,-0.28125,-0.01562
0.17029,-0.12500,-0.09375
0.17029,-0.73438,0.29688
0.17029,-0.43750,-0.04688
0.17029,-0.15625,0.14062
0.17029,-0.57812,-0.32812
0.17029,-0.53125,-0.12500
0.18174,-0.18750,0.03125
0.18174,-0.37500,-0.12500
0.18174,-0.46875,-0.28125
0.18174,-0.45312,0.07812
0.18174,-0.70312,-0.34375
0.18174,-0.39062,-0.12500
0.18174,-0.46875,-0.25000
0.18174,-0.51562,0.21875
0.18174,-0.23438,-0.15625
0.18174,-0.90625,-0.56250
0.18174,-0.54688,0.34375
0.18174,-0.14062,0.04688
0.18174,-0.79688,0.42188
0.18174,-0.20312,0.00000
0.18174,-0.43750,0.23438
0.18174,-0.45312,-0.15625
0.18174,-0.43750,-0.09375
0.18174,-0.37500,0.04688
0.18174,-0.59375,-0.20312
0.18174,-0.40625,0.20312
0.18174,-0.23438,-0.07812
0.18174,-0.21875,0.01562
0.18174,-0.18750,0.06250
0.18174,-0.46875,0.34375
0.18174,-0.65625,0.25000
0.18174,-0.42188,-0.10938
0.18174,-0.48438,0.09375
0.18174,-0.54688,-0.21875
0.18174,-0.35938,-0.01562
0.18174,-0.64062,0.31250
0.18174,-0.20312,-0.01562
0.18174,-0.70312,-0.34375
0.18174,-0.43750,-0.17188
0.18174,-0.25000,0.21875
0.18174,-0.37500,0.07812
0.18174,-0.48438,0.15625
0.18174,-0.23438,0.12500
0.18174,-0.48438,0.25000
0.18174,-0.59375,-0.12500
0.19319,-0.40625,0.15625
0.18174,-0.26562,-0.15625
0.19319,-0.34375,0.20312
0.19319,-0.67188,0.43750
0.19319,-0.23438,0.03125
0.19319,-0.48438,-0.17188
0.19319,-0.50000,-0.10938
0.19319,-0.25000,0.01562
0.19319,-0.31250,0.15625
0.19319,-0.34375,-0.12500
0.19319,-0.62500,0.32812
0.19319,-0.31250,0.21875
0.19319,-0.53125,-0.26562
0.19319,-0.18750,0.00000
0.19319,-0.50000,0.04688
0.19319,-0.34375,-0.15625
0.19319,-0.37500,0.00000
0.19319,-0.43750,0.18750
0.19319,-0.50000,-0.28125
0.19319,-0.42188,0.09375
0.19319,-0.43750,-0.26562
0.19319,-0.53125,0.35938
0.19319,-0.71875,0.50000
0.19319,-0.26562,-0.14062
0.19319,-0.46875,-0.12500
0.19319,-0.53125,-0.31250
0.19319,-0.42188,0.17188
0.19319,-0.21875,-0.10938
0.19319,-0.54688,-0.32812
0.19319,-0.37500,-0.17188
0.19319,-0.62500,0.06250
0.19319,-0.79688,-0.31250
0.19319,-0.42188,-0.04688
0.19319,-0.31250,-0.23438
0.19319,-0.56250,0.25000
0.19319,-0.62500,0.31250
0.19319,-0.42188,-0.23438
0.19319,-0.34375,-0.03125
0.19319,-0.60938,-0.29688
0.19319,-0.65625,0.35938
0.20464,-0.57812,-0.03125
0.19319,-0.89062,-0.34375
0.20464,-0.57812,-0.20312
0.20464,-0.65625,0.23438
0.20464,-0.53125,0.18750
0.20464,-0.26562,0.07812
0.20464,-0.43750,-0.06250
0.20464,-0.70312,-0.40625
0.20464,-0.40625,0.10938
0.20464,-0.43750,-0.25000
0.20464,-0.32812,0.17188
0.20464,-0.57812,-0.18750
0.20464,-0.89062,-0.46875
0.20464,-0.48438,0.34375
0.20464,-0.82812,-0.42188
0.20464,-0.50000,0.09375
0.20464,-0.51562,0.01562
0.20464,-0.48438,-0.10938
0.20464,-0.32812,0.03125
0.20464,-0.54688,0.25000
0.20464,-0.65625,-0.35938
0.20464,-0.48438,0.28125
0.20464,-0.62500,0.32812
0.20464,-0.45312,0.18750
0.20464,-0.60938,0.35938
0.20464,-0.23438,0.04688
0.20464,-0.39062,0.07812
0.20464,-0.68750,-0.28125
0.20464,-0.64062,-0.26562
0.20464,-0.73438,0.42188
0.20464,-0.75000,-0.35938
0.20464,-0.42188,-0.04688
0.20464,-0.65625,-0.32812
0.20464,-0.60938,0.26562
0.20464,-0.56250,0.26562
0.20464,-0.45312,0.25000
0.20464,-0.60938,0.23438
0.20464,-0.54688,-0.28125
0.20464,-0.42188,0.17188
0.20464,-0.37500,-0.12500
0.20464,-0.57812,0.23438
0.21609,-0.76562,-0.29688
0.21609,-0.51562,0.28125
0.21609,-0.68750,-0.34375
0.21609,-0.81250,0.37500
0.21609,-1.06250,0.51562
0.21609,-0.51562,-0.23438
0.21609,-0.50000,-0.01562
0.21609,-0.54688,0.31250
0.21609,-0.48438,0.06250
0.21609,-0.57812,0.20312
0.21609,-0.28125,0.06250
0.21609,-0.46875,0.20312
0.21609,-0.56250,0.20312
0.21609,-0.37500,0.18750
0.21609,-0.40625,-0.20312
0.21609,-0.70312,0.35938
0.21609,-0.34375,-0.21875
0.21609,-0.45312,0.09375
0.21609,-0.60938,0.18750
0.21609,-0.51562,0.04688
0.21609,-0.34375,-0.17188
0.21609,-0.32812,0.20312
0.21609,-0.46875,-0.28125
0.21609,-0.68750,-0.28125
0.21609,-0.48438,0.07812
0.21609,-0.46875,-0.01562
0.21609,-0.35938,0.23438
0.21609,-1.14062,-0.59375
0.21609,-0.73438,-0.28125
0.21609,-0.53125,0.37500
0.21609,-0.48438,0.00000
0.21609,-0.64062,-0.21875
0.21609,-0.31250,-0.03125
0.21609,-0.60938,-0.09375
0.21609,-0.81250,0.39062
0.21609,-0.42188,0.10938
0.21609,-0.29688,0.14062
0.21609,-0.92188,-0.53125
0.21609,-0.37500,0.28125
0.21609,-0.53125,0.21875
0.22754,-0.85938,0.40625
0.22754,-0.71875,0.45312
0.22754,-0.73438,-0.35938
0.22754,-0.07812,0.07812
0.22754,-0.78125,-0.40625
0.22754,-0.90625,0.39062
0.22754,-0.65625,-0.25000
0.22754,-0.48438,0.03125
0.22754,-0.73438,0.42188
0.22754,-0.64062,-0.35938
0.22754,-0.57812,0.31250
0.22754,-0.73438,0.35938
0.22754,-0.48438,-0.20312
0.22754,-0.57812,-0.23438
0.22754,-0.76562,-0.39062
0.22754,-0.23438,0.04688
0.22754,-0.89062,0.50000
0.22754,-0.79688,-0.29688
0.22754,-0.31250,-0.23438
0.22754,-0.54688,-0.34375
0.22754,-0.62500,-0.26562
0.22754,-0.57812,-0.28125
0.22754,-0.59375,-0.26562
0.22754,-0.76562,-0.48438
0.22754,-0.34375,0.10938
0.22754,-0.71875,0.35938
0.22754,-1.09375,-0.59375
0.22754,-0.56250,-0.25000
0.22754,-0.78125,0.40625
0.22754,-0.79688,0.40625
0.22754,-0.75000,0.35938
0.22754,-0.81250,0.40625
0.22754,-0.78125,-0.39062
0.22754,-0.84375,0.42188
0.22754,-0.79688,0.42188
0.22754,-0.37500,0.04688
0.22754,-1.00000,0.48438
0.22754,-0.28125,-0.04688
0.22754,-0.46875,-0.17188
0.23899,-0.85938,0.54688
0.22754,-0.54688,0.21875
0.23899,-0.60938,-0.25000
0.23899,-0.71875,-0.34375
0.23899,-0.67188,-0.34375
0.23899,-0.67188,-0.26562
0.23899,-0.87500,0.43750
0.23899,-0.68750,0.42188
0.23899,-0.65625,0.35938
0.23899,-0.43750,0.09375
0.23899,-1.00000,0.51562
0.23899,-0.29688,-0.04688
0.23899,-0.67188,0.26562
0.23899,-0.89062,0.42188
0.23899,-0.89062,0.48438
0.23899,-0.65625,-0.31250
0.23899,-0.90625,0.53125
0.23899,-0.67188,-0.32812
0.23899,-0.62500,-0.32812
0.23899,-0.65625,0.23438
0.23899,-1.12500,0.59375
0.23899,-1.09375,0.57812
0.23899,-0.92188,0.51562
0.23899,-0.84375,0.46875
0.23899,-1.07812,0.56250
0.23899,-0.57812,0.21875
0.23899,-0.59375,0.28125
0.23899,-0.78125,-0.45312
0.23899,-0.65625,-0.39062
0.23899,-0.65625,-0.25000
0.23899,-0.75000,0.28125
0.23899,-0.34375,0.18750
0.23899,-0.93750,0.57812
0.23899,-0.60938,0.29688
0.23899,-0.28125,0.01562
0.23899,-0.87500,0.42188
0.23899,-0.62500,0.14062
0.23899,-0.73438,0.28125
0.23899,-0.87500,0.40625
0.23899,-0.71875,-0.29688
0.23899,-0.79688,-0.29688
0.25043,-0.51562,0.29688
0.25043,-0.64062,0.17188
0.25043,-0.79688,0.40625
0.25043,-0.93750,0.48438
0.25043,-0.70312,-0.26562
0.25043,-0.82812,0.31250
0.25043,-0.62500,0.40625
0.25043,-1.03125,0.54688
0.25043,-0.59375,-0.32812
0.25043,-0.73438,-0.35938
0.25043,-0.17188,0.10938
0.25043,-0.64062,-0.01562
0.25043,-0.42188,0.20312
